CoC_Number,State,CoC_Name,Overall_Homeless,Sheltered_ES_Homeless,Sheltered_TH_Homeless,Sheltered_SH_Homeless,Sheltered_Total_Homeless,Unsheltered_Homeless,Homeless_Individuals,Homeless_People_in_Families,Chronically_Homeless,Homeless_Veterans,Homeless_Unaccompanied_Youth_Under_18,Count_Year
NJ-514,NJ,Trenton/Mercer County CoC,465,309,112,0,421,44,334,131,20,15,3,2016
NJ-514,NJ,Trenton/Mercer County CoC,600,351,144,0,495,105,438,162,75,31,2,2015
NJ-514,NJ,Trenton/Mercer County CoC,479,319,97,0,416,63,337,142,46,18,1,2018
NJ-514,NJ,Trenton/Mercer County CoC,632,393,201,0,594,38,431,201,64,38,,2014
NJ-514,NJ,Trenton/Mercer County CoC,478,305,89,0,394,84,356,122,69,20,5,2017
NJ-514,NJ,Trenton/Mercer County CoC,668,338,263,0,601,67,380,288,58,37,,2013
NJ-514,NJ,Trenton/Mercer County CoC,1009,471,432,0,903,106,551,458,71,71,,2012
NJ-515,NJ,Elizabeth/Union County CoC,504,290,128,3,421,83,245,259,36,15,0,2015
NJ-515,NJ,Elizabeth/Union County CoC,1648,336,1265,0,1601,47,526,1122,27,14,,2013
NJ-515,NJ,Elizabeth/Union County CoC,1679,665,966,0,1631,48,517,1162,82,13,,2014
NJ-515,NJ,Elizabeth/Union County CoC,1456,354,1052,0,1406,50,512,944,27,16,,2012
NJ-515,NJ,Elizabeth/Union County CoC,480,294,131,0,425,55,205,275,43,3,4,2017
NJ-515,NJ,Elizabeth/Union County CoC,513,327,124,0,451,62,247,266,19,7,0,2016
NJ-515,NJ,Elizabeth/Union County CoC,478,313,124,0,437,41,209,269,43,7,1,2018
NJ-516,NJ,"Warren, Sussex, Hunterdon Counties CoC",253,150,85,0,235,18,182,71,25,73,0,2016
NJ-516,NJ,"Warren, Sussex, Hunterdon Counties CoC",255,181,68,0,249,6,171,84,41,75,0,2015
NJ-516,NJ,"Warren, Sussex, Hunterdon Counties CoC",338,169,107,0,276,62,243,95,30,66,1,2018
NJ-516,NJ,"Warren, Sussex, Hunterdon Counties CoC",271,169,64,0,233,38,156,115,33,39,,2013
NJ-516,NJ,"Warren, Sussex, Hunterdon Counties CoC",279,205,61,0,266,13,207,72,38,62,,2014
NJ-516,NJ,"Warren, Sussex, Hunterdon Counties CoC",286,168,76,0,244,42,191,95,32,82,0,2017
NJ-516,NJ,"Warren, Sussex, Hunterdon Counties CoC",230,168,21,0,189,41,142,88,45,5,,2012
NM-500,NM,Albuquerque CoC,1431,621,423,0,1044,387,1004,427,428,187,,2012
NM-500,NM,Albuquerque CoC,1340,711,245,0,956,384,1115,225,421,169,53,2018
NM-500,NM,Albuquerque CoC,1318,706,228,0,934,384,1104,214,379,163,39,2017
NM-500,NM,Albuquerque CoC,1222,674,365,0,1039,183,867,355,255,139,34,2016
NM-500,NM,Albuquerque CoC,1287,659,445,0,1104,183,879,408,260,188,25,2015
NM-500,NM,Albuquerque CoC,1171,619,408,0,1027,144,817,354,233,170,,2013
NM-500,NM,Albuquerque CoC,1254,614,496,0,1110,144,868,386,200,249,,2014
NM-501,NM,New Mexico Balance of State CoC,1211,657,142,0,799,412,834,377,470,121,20,2018
NM-501,NM,New Mexico Balance of State CoC,1814,759,594,0,1353,461,1132,682,644,158,,2012
NM-501,NM,New Mexico Balance of State CoC,1648,876,488,0,1364,284,969,679,292,73,,2013
NM-501,NM,New Mexico Balance of State CoC,1342,728,343,0,1071,271,787,555,456,90,29,2015
NM-501,NM,New Mexico Balance of State CoC,1164,548,204,0,752,412,761,403,435,85,39,2017
NM-501,NM,New Mexico Balance of State CoC,1041,567,203,0,770,271,689,352,394,75,35,2016
NM-501,NM,New Mexico Balance of State CoC,1492,795,413,0,1208,284,936,556,509,69,,2014
NV-500,NV,Las Vegas/Clark County CoC,7323,2013,1044,25,3082,4241,6581,742,1449,1113,,2012
NV-500,NV,Las Vegas/Clark County CoC,6490,1635,482,20,2137,4353,6190,300,446,691,256,2017
NV-500,NV,Las Vegas/Clark County CoC,5952,2047,853,20,2920,3032,5349,603,529,706,,2013
NV-500,NV,Las Vegas/Clark County CoC,6208,1810,642,25,2477,3731,5851,357,285,730,279,2016
NV-500,NV,Las Vegas/Clark County CoC,7443,3145,794,10,3949,3494,6352,1091,460,897,,2014
NV-500,NV,Las Vegas/Clark County CoC,7509,2719,859,15,3593,3916,6878,631,458,692,825,2015
NV-500,NV,Las Vegas/Clark County CoC,6083,1659,524,16,2199,3884,5786,297,505,594,214,2018
NV-501,NV,"Reno, Sparks/Washoe County CoC",869,407,298,0,705,164,749,120,215,112,,2012
NV-501,NV,"Reno, Sparks/Washoe County CoC",907,454,340,0,794,113,738,169,90,157,0,2015
NV-501,NV,"Reno, Sparks/Washoe County CoC",1106,550,476,0,1026,80,911,195,38,125,5,2017
NV-501,NV,"Reno, Sparks/Washoe County CoC",746,380,277,0,657,89,589,157,150,73,,2013
NV-501,NV,"Reno, Sparks/Washoe County CoC",1192,436,387,185,1008,184,1051,141,106,119,14,2018
NV-501,NV,"Reno, Sparks/Washoe County CoC",769,349,323,0,672,97,700,69,124,119,,2014
NV-501,NV,"Reno, Sparks/Washoe County CoC",989,452,417,0,869,120,877,112,35,111,13,2016
NV-502,NV,Nevada Balance of State CoC,327,78,63,0,141,186,242,85,46,11,0,2015
NV-502,NV,Nevada Balance of State CoC,370,88,88,0,176,194,304,66,121,20,,2014
NV-502,NV,Nevada Balance of State CoC,341,69,52,0,121,220,262,79,45,11,,2013
NV-502,NV,Nevada Balance of State CoC,305,83,100,0,183,122,163,142,61,4,,2012
NV-502,NV,Nevada Balance of State CoC,237,85,7,0,92,145,180,57,28,16,1,2017
NV-502,NV,Nevada Balance of State CoC,201,66,59,0,125,76,125,76,27,10,0,2016
